"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"5977","CAUCASIAN","TEACHER,FULL TIME","M",48,0,"1","7390",19,"greater than or equal to 15",25760,"teacher","40s",1,0,0,0,1,0,1,0,0,0,0,1,48,"7390",19
"5978","CAUCASIAN","TEACHER,FULL TIME","M",42,0,"1","7300",9,"5 to less than 10 years",257600,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,42,"7300",9
"5979","CAUCASIAN","TEACHER,SPEC EDUCATION","F",31,0,"1","6250",9,"5 to less than 10 years",257604,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"6250",9
"5980","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"0","5450",2,"less than 5",257608,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"5450",2
"5981","CAUCASIAN","TEACHER,FULL TIME","M",41,0,"1","4030",9,"5 to less than 10 years",257616,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,41,"4030",9
"5982","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","8240",9,"5 to less than 10 years",257624,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"8240",9
"5983","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","7150",9,"5 to less than 10 years",257628,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"7150",9
"5984","CAUCASIAN","TEACHER,FULL TIME","M",40,0,"1","8040",9,"5 to less than 10 years",257652,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,40,"8040",9
"5985","CAUCASIAN","TEACHER,SPEC EDUCATION","F",29,0,"0","5300",5,"less than 5",257656,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"5300",5
"5986","CAUCASIAN","TEACHER,FULL TIME","F",37,1,"0","1580",5,"less than 5",257660,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,37,"1580",5
"5987","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"0","7730",3,"less than 5",257664,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"7730",3
"5988","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"0","8360",5,"less than 5",257668,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,36,"8360",5
"5989","CAUCASIAN","TEACHER,FULL TIME","M",63,0,"0","5330",3,"less than 5",257672,"teacher","60s",1,0,0,1,0,0,1,0,0,0,0,1,63,"5330",3
"5990","AFRICAN AM","TEACHER,FULL TIME","F",49,0,"0","5050",5,"less than 5",257676,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,49,"5050",5
"5991","AFRICAN AM","TEACHER,FULL TIME","F",48,0,"1","1390",21,"greater than or equal to 15",25768,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,48,"1390",21
"5992","CAUCASIAN","TEACHER,DEMONSTRATION","F",37,0,"1","2140",9,"5 to less than 10 years",257680,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,1,0,37,"2140",9
"5993","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"0","8090",3,"less than 5",257684,"teacher","60s",1,0,0,1,0,0,1,0,0,0,0,1,61,"8090",3
"5994","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","2160",2,"less than 5",257688,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"2160",2
"5995","CAUCASIAN","TEACHER,FULL TIME","M",46,0,"1","1020",9,"5 to less than 10 years",257696,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,46,"1020",9
"5996","CAUCASIAN","TEACHER,FULL TIME","F",44,0,"1","8020",9,"5 to less than 10 years",257700,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,44,"8020",9
"5997","AFRICAN AM","TEACHER,FULL TIME","F",51,0,"1","5020",9,"5 to less than 10 years",257708,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,51,"5020",9
"5998","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"1","8240",9,"5 to less than 10 years",257712,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"8240",9
"5999","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","5170",5,"less than 5",257716,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"5170",5
"6000","CAUCASIAN","TEACHER,SPEC EDUCATION","M",33,0,"1","7290",9,"5 to less than 10 years",257720,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,33,"7290",9
"6001","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","7110",9,"5 to less than 10 years",257724,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,35,"7110",9
"6002","other","TEACHER,FULL TIME","F",43,0,"1","7510",9,"5 to less than 10 years",257732,"teacher","40s",1,0,1,0,0,0,0,0,0,1,1,0,43,"7510",9
"6003","LATINA/O","TEACHER,FULL TIME","F",32,0,"1","2690",9,"5 to less than 10 years",257740,"teacher","30s",1,0,1,0,0,0,0,0,1,0,1,0,32,"2690",9
"6004","AFRICAN AM","TEACHER,FULL TIME","M",34,0,"1","5230",9,"5 to less than 10 years",257748,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,34,"5230",9
"6005","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","6480",9,"5 to less than 10 years",257752,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,34,"6480",9
"6006","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"0","4570",4,"less than 5",257756,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"4570",4
"6007","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"0","8040",6,"5 to less than 10 years",257780,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"8040",6
"6008","CAUCASIAN","TEACHER,DEMONSTRATION","F",31,0,"1","2140",9,"5 to less than 10 years",257784,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,1,0,31,"2140",9
"6009","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","8560",9,"5 to less than 10 years",257792,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"8560",9
"6010","ASIAN/PAC","TEACHER,SPEC EDUCATION","F",31,0,"1","4320",9,"5 to less than 10 years",257796,"teacher","30s",1,0,1,0,0,0,0,0,0,0,1,0,31,"4320",9
"6011","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"0","5520",2,"less than 5",257800,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"5520",2
"6012","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",49,0,"1","6090",9,"5 to less than 10 years",257812,"non_classroom_teacher","40s",0,0,1,0,0,0,1,0,0,0,1,0,49,"6090",9
"6013","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"0","5330",2,"less than 5",257820,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"5330",2
"6014","CAUCASIAN","TEACHER,SPEC EDUCATION","F",28,0,"0","4110",3,"less than 5",257824,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"4110",3
"6015","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","5610",9,"5 to less than 10 years",257828,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,36,"5610",9
"6016","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"0","2650",3,"less than 5",257832,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,37,"2650",3
"6017","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",44,0,"1","6010",9,"5 to less than 10 years",257836,"non_classroom_teacher","40s",0,0,1,0,0,0,1,0,0,0,1,0,44,"6010",9
"6018","CAUCASIAN","TEACHER,FULL TIME","F",49,0,"1","8390",23,"greater than or equal to 15",25784,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,49,"8390",23
"6019","CAUCASIAN","TEACHER,FULL TIME","M",34,0,"1","5150",9,"5 to less than 10 years",257840,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,34,"5150",9
"6020","CAUCASIAN","TEACHER,FULL TIME","M",41,0,"0","8690",5,"less than 5",257844,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,41,"8690",5
"6021","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"0","5170",4,"less than 5",257856,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"5170",4
"6022","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",44,0,"1","5590",9,"5 to less than 10 years",257860,"non_classroom_teacher","40s",0,0,1,0,0,0,1,0,0,0,1,0,44,"5590",9
"6023","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"0","6010",5,"less than 5",257916,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"6010",5
"6024","AFRICAN AM","TEACHER,FULL TIME","F",50,0,"1","7440",26,"greater than or equal to 15",25792,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,50,"7440",26
"6025","CAUCASIAN","TEACHER,FULL TIME","F",48,0,"1","2240",18,"greater than or equal to 15",25800,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,48,"2240",18
"6026","AFRICAN AM","TEACHER,FULL TIME","F",29,0,"0","5590",5,"less than 5",258004,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"5590",5
"6027","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"1","8040",9,"5 to less than 10 years",258008,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,33,"8040",9
"6028","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"1","2340",9,"5 to less than 10 years",258012,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,38,"2340",9
"6029","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","4150",2,"less than 5",258016,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"4150",2
"6030","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"1","3190",4,"less than 5",258020,"teacher","60s",1,0,0,1,0,0,1,0,0,0,0,1,61,"3190",4
"6031","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"0","6050",1,"less than 5",258036,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"6050",1
"6032","AFRICAN AM","TEACHER,FULL TIME","F",34,0,"1","2160",9,"5 to less than 10 years",258048,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,34,"2160",9
"6033","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",33,0,"0","1330",4,"less than 5",258060,"non_classroom_teacher","30s",0,0,0,1,0,0,1,0,0,0,1,0,33,"1330",4
"6034","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","2650",9,"5 to less than 10 years",258064,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,37,"2650",9
"6035","CAUCASIAN","TEACHER,FULL TIME","M",33,0,"1","2650",9,"5 to less than 10 years",258072,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,33,"2650",9
"6036","AFRICAN AM","TEACHER,SPEC EDUCATION","F",29,0,"1","4140",7,"5 to less than 10 years",258092,"teacher","20s",1,0,1,0,0,1,0,0,0,0,1,0,29,"4140",7
"6037","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"0","4060",2,"less than 5",258104,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"4060",2
"6038","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"0","4110",3,"less than 5",258108,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"4110",3
"6039","other","TEACHER,SPEC EDUCATION","F",24,0,"0","4020",2,"less than 5",258112,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,24,"4020",2
"6040","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","7120",3,"less than 5",258120,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"7120",3
"6041","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","2530",6,"5 to less than 10 years",258124,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"2530",6
"6042","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","4020",9,"5 to less than 10 years",258132,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,35,"4020",9
"6043","ASIAN/PAC","TEACHER,FULL TIME","F",52,0,"1","2160",9,"5 to less than 10 years",258164,"teacher","50s",1,0,1,0,0,0,0,0,0,0,1,0,52,"2160",9
"6044","AFRICAN AM","TEACHER,FULL TIME","M",34,0,"1","1360",6,"5 to less than 10 years",258168,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,34,"1360",6
"6045","CAUCASIAN","TEACHER,FULL TIME","M",42,0,"0","2630",8,"5 to less than 10 years",258172,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,42,"2630",8
"6046","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","1100",9,"5 to less than 10 years",258180,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,32,"1100",9
"6047","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"0","1260",6,"5 to less than 10 years",258184,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"1260",6
"6048","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","2010",4,"less than 5",258188,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"2010",4
"6049","AFRICAN AM","TEACHER,FULL TIME","F",32,0,"1","4530",1,"less than 5",258204,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,32,"4530",1
"6050","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"1","6310",8,"5 to less than 10 years",258208,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"6310",8
"6051","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","4150",3,"less than 5",258216,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"4150",3
"6052","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"0","1080",2,"less than 5",258220,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"1080",2
"6053","AFRICAN AM","TEACHER,FULL TIME","F",25,0,"0","7040",2,"less than 5",258224,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,25,"7040",2
"6054","AFRICAN AM","TEACHER,SPEC EDUCATION","F",24,0,"0","2130",2,"less than 5",258228,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,24,"2130",2
"6055","AFRICAN AM","TEACHER,FULL TIME","F",29,0,"1","1020",3,"less than 5",258248,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"1020",3
"6056","AFRICAN AM","TEACHER,FULL TIME","F",56,0,"1","5500",9,"5 to less than 10 years",258264,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,56,"5500",9
"6057","CAUCASIAN","TEACHER,FULL TIME","M",47,0,"1","2510",9,"5 to less than 10 years",258272,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,47,"2510",9
"6058","ASIAN/PAC","TEACHER,FULL TIME","F",40,0,"1","8010",9,"5 to less than 10 years",258276,"teacher","40s",1,0,1,0,0,0,0,0,0,0,1,0,40,"8010",9
"6059","CAUCASIAN","TEACHER,FULL TIME","F",42,0,"1","2690",9,"5 to less than 10 years",258280,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,42,"2690",9
"6060","AFRICAN AM","TEACHER,FULL TIME","F",58,0,"1","2130",4,"less than 5",258284,"teacher","50s",1,0,0,1,0,1,0,0,0,0,1,0,58,"2130",4
"6061","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"0","7110",5,"less than 5",258304,"teacher","60s",1,0,0,1,0,0,1,0,0,0,1,0,62,"7110",5
"6062","AFRICAN AM","TEACHER,FULL TIME","F",32,1,"1","1030",9,"5 to less than 10 years",258312,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,32,"1030",9
"6063","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"1","8040",5,"less than 5",258316,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"8040",5
"6064","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","1200",9,"5 to less than 10 years",258320,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,32,"1200",9
"6065","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","6030",9,"5 to less than 10 years",258328,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,36,"6030",9
"6066","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","5200",9,"5 to less than 10 years",258332,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,37,"5200",9
"6067","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","5390",9,"5 to less than 10 years",258356,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,35,"5390",9
"6068","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","7290",9,"5 to less than 10 years",258360,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,35,"7290",9
"6069","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","5520",9,"5 to less than 10 years",258364,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,34,"5520",9
"6070","ASIAN/PAC","TEACHER,SPEC EDUCATION","F",33,0,"0","5500",5,"less than 5",258368,"teacher","30s",1,0,0,1,0,0,0,0,0,0,1,0,33,"5500",5
"6071","CAUCASIAN","TEACHER,SPEC EDUCATION","F",27,0,"0","1030",4,"less than 5",258384,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1030",4
"6072","ASIAN/PAC","SCHOOL COUNSELOR, 10 MONTHS","F",34,0,"0","5530",3,"less than 5",258400,"non_classroom_teacher","30s",0,0,0,1,0,0,0,0,0,0,1,0,34,"5530",3
"6073","LATINA/O","TEACHER,FULL TIME","F",40,0,"1","2640",9,"5 to less than 10 years",258404,"teacher","40s",1,0,1,0,0,0,0,0,1,0,1,0,40,"2640",9
"6074","AFRICAN AM","TEACHER,FULL TIME","F",31,0,"0","7730",8,"5 to less than 10 years",258408,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,31,"7730",8
"6075","AFRICAN AM","TEACHER,SPEC EDUCATION","F",30,0,"0","2410",6,"5 to less than 10 years",258412,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,30,"2410",6
"6076","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",53,0,"1","7400",9,"5 to less than 10 years",258416,"non_classroom_teacher","50s",0,0,1,0,0,0,1,0,0,0,1,0,53,"7400",9
"6077","LATINA/O","TEACHER,FULL TIME","M",32,0,"1","8340",9,"5 to less than 10 years",258428,"teacher","30s",1,0,1,0,0,0,0,0,1,0,0,1,32,"8340",9
"6078","AFRICAN AM","TEACHER,FULL TIME","F",32,0,"0","8690",7,"5 to less than 10 years",258440,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,32,"8690",7
"6079","CAUCASIAN","TEACHER,FULL TIME","M",34,1,"1","4030",9,"5 to less than 10 years",258444,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,34,"4030",9
"6080","CAUCASIAN","TEACHER,FULL TIME","M",42,0,"0","6270",7,"5 to less than 10 years",258448,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,42,"6270",7
"6081","AFRICAN AM","TEACHER,SPEC EDUCATION","F",37,0,"1","5100",2,"less than 5",258452,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,37,"5100",2
"6082","CAUCASIAN","TEACHER,FULL TIME","M",33,0,"0","4570",9,"5 to less than 10 years",258464,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,33,"4570",9
"6083","other","TEACHER,FULL TIME","F",26,0,"0","2090",3,"less than 5",258472,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,26,"2090",3
"6084","AFRICAN AM","TEACHER,FULL TIME","F",46,0,"1","8230",22,"greater than or equal to 15",25848,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,46,"8230",22
"6085","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","8020",9,"5 to less than 10 years",258496,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,36,"8020",9
"6086","AFRICAN AM","TEACHER,SPEC EDUCATION","M",44,0,"1","5250",18,"greater than or equal to 15",25852,"teacher","40s",1,0,0,0,1,1,0,0,0,0,0,1,44,"5250",18
"6087","CAUCASIAN","TEACHER,SPEC EDUCATION","F",31,0,"1","5020",9,"5 to less than 10 years",258524,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"5020",9
"6088","CAUCASIAN","TEACHER,SPEC EDUCATION","F",33,0,"1","2260",9,"5 to less than 10 years",258528,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"2260",9
"6089","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","7220",6,"5 to less than 10 years",258544,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,30,"7220",6
"6090","CAUCASIAN","TEACHER,SPEC EDUCATION","M",32,0,"1","5170",9,"5 to less than 10 years",258552,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,32,"5170",9
"6091","other","TEACHER,FULL TIME","F",35,0,"1","2290",9,"5 to less than 10 years",258580,"teacher","30s",1,0,1,0,0,0,0,0,0,1,1,0,35,"2290",9
"6092","AFRICAN AM","TEACHER,FULL TIME","F",49,0,"1","8020",9,"5 to less than 10 years",258604,"teacher","40s",1,0,1,0,0,1,0,0,0,0,1,0,49,"8020",9
"6093","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","M",39,0,"1","7260",8,"5 to less than 10 years",258612,"non_classroom_teacher","30s",0,0,1,0,0,1,0,0,0,0,0,1,39,"7260",8
"6094","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"0","5680",5,"less than 5",258616,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,32,"5680",5
"6095","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"0","7510",2,"less than 5",258620,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,32,"7510",2
"6096","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"0","7510",2,"less than 5",258624,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"7510",2
"6097","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","8270",9,"5 to less than 10 years",258636,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"8270",9
"6098","CAUCASIAN","TEACHER,SPEC EDUCATION","F",25,0,"0","8040",3,"less than 5",258664,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"8040",3
"6099","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","6200",9,"5 to less than 10 years",258672,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"6200",9
"6100","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"0","1110",4,"less than 5",258688,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"1110",4
"6101","AFRICAN AM","TEACHER,FULL TIME","F",26,0,"1","5520",3,"less than 5",258696,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,26,"5520",3
"6102","AFRICAN AM","TEACHER,FULL TIME","M",24,0,"0","4100",2,"less than 5",258708,"teacher","20s",1,0,0,1,0,1,0,0,0,0,0,1,24,"4100",2
"6103","CAUCASIAN","TEACHER,SPEC EDUCATION","F",33,0,"0","5320",7,"5 to less than 10 years",258712,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"5320",7
"6104","CAUCASIAN","TEACHER,FULL TIME","F",32,1,"1","1340",9,"5 to less than 10 years",258724,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"1340",9
"6105","CAUCASIAN","TEACHER,SPEC EDUCATION","F",25,0,"0","7100",2,"less than 5",258728,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"7100",2
"6106","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"0","4020",2,"less than 5",258732,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"4020",2
"6107","CAUCASIAN","TEACHER,SPEC EDUCATION","F",26,0,"0","4060",4,"less than 5",258740,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"4060",4
"6108","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"0","5650",3,"less than 5",258752,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"5650",3
"6109","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","8390",9,"5 to less than 10 years",258756,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,36,"8390",9
"6110","CAUCASIAN","TEACHER,SPEC EDUCATION","F",33,0,"1","2580",9,"5 to less than 10 years",258760,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"2580",9
"6111","CAUCASIAN","TEACHER,FULL TIME","M",39,0,"0","6090",7,"5 to less than 10 years",258772,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,39,"6090",7
"6112","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","9EP0",7,"5 to less than 10 years",258776,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,30,"9EP0",7
"6113","AFRICAN AM","TEACHER,SPEC EDUCATION","M",39,0,"0","6330",2,"less than 5",258780,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,39,"6330",2
"6114","AFRICAN AM","TEACHER,FULL TIME","M",42,0,"0","2010",2,"less than 5",258784,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,42,"2010",2
"6115","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","5050",9,"5 to less than 10 years",258788,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,34,"5050",9
"6116","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"0","2510",8,"5 to less than 10 years",258796,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"2510",8
"6117","AFRICAN AM","TEACHER,SPEC EDUCATION","M",40,0,"1","1110",2,"less than 5",258808,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,40,"1110",2
"6118","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","2640",9,"5 to less than 10 years",258812,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,32,"2640",9
"6119","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"1","7470",9,"5 to less than 10 years",258820,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"7470",9
"6120","ASIAN/PAC","TEACHER,SPEC EDUCATION","F",29,0,"1","5420",7,"5 to less than 10 years",258828,"teacher","20s",1,0,1,0,0,0,0,0,0,0,1,0,29,"5420",7
"6121","AFRICAN AM","TEACHER,DEMONSTRATION","F",38,0,"1","2140",9,"5 to less than 10 years",258832,"non_classroom_teacher","30s",0,0,1,0,0,1,0,0,0,0,1,0,38,"2140",9
"6122","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","2010",3,"less than 5",258836,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"2010",3
"6123","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","5300",9,"5 to less than 10 years",258840,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"5300",9
